2015-09-29 15:00:00,changepercent,trade,open,high,low,settlement,h_change,l_change,volume,turnoverratio
000582,-0.679,16.09,16.02,16.09,15.5,16.2,-0.68,-4.32,1200578.0,0.84513
300371,-0.79,21.35,21.2,21.41,20.78,21.52,-0.51,-3.44,690507.0,1.94447
000710,-0.837,22.5,22.41,22.5,21.7,22.69,-0.84,-4.36,1796348.0,1.1880600000000001
600884,-0.858,24.27,23.86,25.28,23.6,24.48,3.27,-3.59,16814615.0,4.09256
600750,-0.93,45.81,45.49,46.99,45.08,46.24,1.62,-2.51,3989036.0,1.32968
603678,-1.018,70.02,69.45,70.6,68.0,70.74,-0.2,-3.87,101100.0,0.24303000000000002
000533,-1.151,6.01,5.98,6.03,5.91,6.08,-0.82,-2.8,5494801.0,0.8022800000000001
002594,-1.165,61.08,60.45,62.5,59.55,61.8,1.13,-3.64,13059353.0,1.78052
000888,-1.226,10.47,10.4,10.69,10.32,10.6,0.85,-2.64,7410730.0,1.40669
000911,-1.238,12.76,12.65,13.27,12.51,12.92,2.71,-3.17,6300911.0,2.1982
002377,-1.307,6.04,6.05,6.24,6.0,6.12,1.96,-1.96,5364465.0,1.2447300000000001
601677,-1.358,10.17,10.13,10.28,10.11,10.31,-0.29,-1.94,1937674.0,0.48321000000000003
002350,-1.375,15.78,15.71,15.98,15.48,16.0,-0.12,-3.25,1999965.0,0.91651
300399,-1.381,75.72,74.7,78.79,74.0,76.78,2.62,-3.62,926521.0,4.63261
300100,-1.422,13.17,13.17,13.29,12.97,13.36,-0.52,-2.92,2446299.0,0.9104300000000001
601311,-1.441,16.42,16.13,17.21,16.0,16.66,3.3,-3.96,14730512.0,1.73628
000611,-1.46,6.75,6.74,6.84,6.69,6.85,-0.15,-2.34,6213586.0,1.94744
600051,-1.464,8.75,8.71,8.82,8.64,8.88,-0.68,-2.7,2609102.0,0.85323
600594,-1.473,16.05,16.05,16.48,15.88,16.29,1.17,-2.52,7175390.0,0.91715
002722,-1.474,18.72,18.66,18.89,18.15,19.0,-0.58,-4.47,1754500.0,3.83567
600138,-1.487,20.54,20.41,21.17,20.31,20.85,1.53,-2.59,18333005.0,2.60887
300285,-1.503,30.8,30.91,31.47,30.18,31.27,0.64,-3.49,1338582.0,0.5525800000000001
