,code,changepercent,trade,open,high,low,settlement,volume,turnoverratio
0,002769,44.015,41.03,37.61,41.03,37.61,28.49,14800,0.08
1,603117,44.013,8.54,8.54,8.54,8.54,5.93,28200,0.047
2,603116,44.011,25.49,25.49,25.49,25.49,17.7,74100,0.12602000000000002
3,002775,44.005,24.38,22.03,24.38,22.03,16.93,26901,0.08967000000000001
4,603589,44.0,23.04,19.2,23.04,19.2,16.0,52000,0.08667000000000001
5,002771,43.975,18.4,16.61,18.4,16.61,12.78,8901,0.04451
6,600871,10.043,12.82,11.9,12.82,11.71,11.65,107311090,23.84691
7,002021,10.039,11.29,11.29,11.29,9.31,10.26,108451152,19.09973
8,601111,10.029,15.36,14.58,15.36,14.38,13.96,359940102,4.32139
9,601872,10.029,11.19,10.41,11.19,10.18,10.17,527578978,11.17534
10,000554,10.028,19.53,18.44,19.53,16.82,17.75,116194296,32.04037
11,600456,10.023,23.93,22.43,23.93,21.4,21.75,22482476,5.22525
12,000039,10.017,33.17,31.85,33.17,30.45,30.15,191507929,15.42535
13,600359,10.016,20.65,19.48,20.65,19.0,18.77,69436519,21.63131
14,000020,10.015,29.55,27.95,29.55,25.25,26.86,22217410,34.35213
15,001896,10.012,18.79,17.27,18.79,16.6,17.08,16606412,3.8620200000000002
16,603166,10.01,31.54,30.0,31.54,28.31,28.67,8825437,20.28836
17,600744,10.008,13.08,12.5,13.08,11.9,11.89,134869015,28.430320000000002
18,002010,10.008,14.62,14.62,14.62,14.62,13.29,2183432,0.5288900000000001
19,601211,10.007,31.22,31.22,31.22,29.18,28.38,314822959,20.64413
20,002719,10.006,68.38,63.78,68.38,60.0,62.16,7369697,21.80289
21,600376,10.005,20.78,19.93,20.78,18.39,18.89,322483632,14.38367
22,300469,10.005,41.67,41.67,41.67,41.67,37.88,356763,2.13631
23,603598,10.004,59.6,54.0,59.6,52.91,54.18,11569927,34.70284
24,300485,10.004,60.92,60.92,60.92,60.92,55.38,28000,0.09333000000000001
25,300459,10.003,38.27,36.05,38.27,34.8,34.79,6471831,24.422
26,603318,10.001,75.34,73.9,75.34,70.0,68.49,7474120,24.83096
27,600084,10.0,13.09,13.0,13.09,11.95,11.9,113952597,14.06962
28,600209,10.0,12.43,11.3,12.43,11.11,11.3,82338948,19.50975
29,002568,10.0,119.57,110.0,119.57,107.1,108.7,3810574,3.50849
30,002590,10.0,23.54,23.33,23.54,21.38,21.4,24186004,6.71089
31,002766,9.996,30.92,30.92,30.92,26.33,28.11,25624010,55.94762
32,002773,9.995,21.57,21.57,21.57,21.57,19.61,22100,0.04846
33,300479,9.995,41.16,41.16,41.16,41.16,37.42,616610,3.08305
34,600797,9.994,17.5,16.58,17.5,15.11,15.91,110252108,13.41737
35,600027,9.99,11.34,11.0,11.34,10.38,10.31,592984288,10.08467
36,300207,9.99,22.02,21.22,22.02,18.91,20.02,44136399,10.2317
37,002772,9.989,20.59,20.59,20.59,20.59,18.72,17200,0.04617
38,002776,9.988,36.89,36.89,36.89,36.89,33.54,26900,0.10259000000000001
39,601800,9.975,17.31,16.0,17.31,15.48,15.74,313771512,2.67102
40,600583,9.974,17.09,16.0,17.09,15.54,15.54,458754084,11.33002
41,601968,9.974,12.68,12.68,12.68,11.53,11.53,87671056,42.08211
42,600897,9.973,28.67,26.62,28.68,25.0,26.07,15764615,5.29351
43,600828,9.965,9.49,9.49,9.49,9.49,8.63,1960059,0.34398
44,600649,9.961,8.5,8.5,8.5,8.5,7.73,1362216,0.0456
45,603988,9.874,55.97,51.8,56.02,45.85,50.94,4215620,21.0781
46,600666,9.652,39.08,36.45,39.2,32.08,35.64,18067629,6.22708
47,600200,9.601,34.36,32.5,34.49,31.29,31.35,56899980,10.89852
48,000568,9.516,33.95,31.96,34.1,31.4,31.0,151028735,10.78421
49,000596,8.639,47.16,44.8,47.5,41.98,43.41,18447236,4.80899
50,300429,8.377,117.99,115.59,119.23,105.1,108.87,2669312,13.34656
51,000709,8.192,7.0,6.68,7.12,6.5,6.47,1323637423,12.46728
52,000088,8.02,13.2,12.7,13.44,11.9,12.22,181672136,9.35428
53,000004,8.015,37.6,35.1,38.1,31.33,34.81,5904987,7.04018
54,601009,7.7,21.68,20.9,22.1,19.66,20.13,240820625,8.11135
55,300359,7.688,113.88,104.99,116.0,96.1,105.75,18585029,23.391
56,600737,7.649,22.94,22.09,22.99,19.64,21.31,271687902,20.54097
57,000951,7.465,26.2,25.36,26.35,23.39,24.38,25615177,6.10721
58,600688,7.394,11.91,11.0,12.2,10.2,11.09,676653842,28.37123
59,600428,7.381,15.13,15.0,15.25,12.99,14.09,202386332,11.97236
60,002714,7.1,53.4,51.61,54.85,46.96,49.86,11468943,8.00616
61,300456,6.818,107.0,102.0,110.19,91.33,100.17,3391090,16.14805
62,600011,6.788,13.53,13.18,13.78,11.68,12.67,359116899,3.42016
63,600521,6.764,28.41,27.8,28.7,24.54,26.61,32530006,4.16271
64,300208,6.641,72.26,70.45,74.49,61.05,67.76,22736335,9.70592
65,600809,6.467,26.67,26.06,27.2,24.11,25.05,40298323,4.6542
66,002219,6.267,42.56,44.06,44.06,36.11,40.05,26951792,4.46981
67,300186,5.973,39.92,40.4,40.95,35.7,37.67,21787245,5.41884
68,002760,5.926,32.89,34.16,34.16,28.57,31.05,13268975,60.31352
