2015-09-16 21:20:47,code,changepercent,trade,open,high,low,settlement,volume,turnoverratio
0,000897,10.127,4.35,4.02,4.35,3.98,3.95,44032089,2.72289
1,600077,10.108,5.12,4.74,5.12,4.67,4.65,19404140,1.77862
2,000585,10.108,5.12,4.71,5.12,4.66,4.65,32950671,5.40688
3,300111,10.108,5.12,4.68,5.12,4.68,4.65,49325353,4.4305900000000005
4,600439,10.103,5.34,4.91,5.34,4.9,4.85,28602380,3.03209
5,600020,10.101,5.45,4.96,5.45,4.95,4.95,51746181,2.30252
6,600175,10.096,4.58,4.16,4.58,4.16,4.16,37325784,2.57769
7,600331,10.095,5.78,5.31,5.78,5.28,5.25,22248078,2.15582
8,600375,10.093,5.89,5.42,5.89,5.42,5.35,23774802,4.27804
9,601608,10.093,5.89,5.36,5.89,5.36,5.35,56211476,1.36768
10,000830,10.093,5.89,5.43,5.89,5.35,5.35,44146836,3.01554
11,000955,10.093,5.89,5.4,5.89,5.35,5.35,14960914,2.97487
12,603333,10.092,6.0,5.46,6.0,5.46,5.45,8056477,1.5493100000000002
13,000859,10.092,4.8,4.41,4.8,4.3,4.36,26812829,3.62606
14,002245,10.092,6.0,5.5,6.0,5.5,5.45,15702351,1.75408
15,000637,10.088,6.22,5.71,6.22,5.65,5.65,11214312,3.05996
16,000883,10.088,6.22,5.8,6.22,5.66,5.65,66485400,1.24363
17,600716,10.085,6.44,5.92,6.44,5.86,5.85,18218108,2.45991
18,300185,10.084,6.55,6.1,6.55,5.92,5.95,18765365,2.64342
19,000419,10.083,6.66,6.15,6.66,6.06,6.05,16130313,2.96901
20,000409,10.081,6.77,6.2,6.77,6.16,6.15,17480508,4.88843
21,600731,10.079,6.99,6.45,6.99,6.43,6.35,8561916,3.34904
22,600981,10.079,6.99,6.38,6.99,6.37,6.35,11015859,2.13442
23,300175,10.079,6.99,6.45,6.99,6.42,6.35,9509738,2.04601
24,600130,10.075,5.9,5.43,5.9,5.36,5.36,34944128,4.55002
25,600192,10.075,7.32,6.67,7.32,6.67,6.65,10584598,2.39607
26,300117,10.075,7.32,6.67,7.32,6.6,6.65,12289674,3.84605
27,600714,10.074,7.43,6.75,7.43,6.75,6.75,8355337,3.05603
28,002314,10.073,7.54,6.71,7.54,6.71,6.85,18871524,3.2546
29,600433,10.072,7.65,6.97,7.65,6.95,6.95,43597762,3.66282
30,600222,10.071,6.23,5.76,6.23,5.72,5.66,14220679,2.86356
31,002060,10.071,7.76,7.14,7.76,7.12,7.05,17938023,2.9843900000000003
32,300132,10.07,7.87,7.15,7.87,7.1,7.15,4430480,1.61962
33,600230,10.068,8.09,7.3,8.09,7.3,7.35,6951934,2.36309
34,600796,10.068,8.09,7.41,8.09,7.27,7.35,14921244,4.95061
35,603399,10.068,8.09,7.48,8.09,7.41,7.35,7756242,2.18668
36,600995,10.067,8.2,7.65,8.2,7.46,7.45,12304444,2.57132
37,000680,10.067,4.92,4.55,4.92,4.47,4.47,27732882,2.90448
38,000829,10.067,8.2,7.5,8.2,7.5,7.45,30528765,3.22444
39,002067,10.067,6.56,5.93,6.56,5.86,5.96,59092609,6.15211
40,300105,10.067,8.2,7.62,8.2,7.56,7.45,17978185,3.50304
41,600395,10.066,6.67,6.16,6.67,6.02,6.06,31923426,1.9288500000000002
42,002451,10.066,8.31,7.61,8.31,7.6,7.55,6899793,2.49747
43,600758,10.065,8.53,7.83,8.53,7.83,7.75,4786210,4.1601
44,600759,10.065,6.78,6.24,6.78,6.12,6.16,57846095,3.65922
45,000019,10.065,8.42,7.76,8.42,7.71,7.65,9807683,3.88804
46,002300,10.065,8.42,7.76,8.42,7.75,7.65,3139553,0.69427
47,600210,10.064,5.14,4.79,5.14,4.72,4.67,76800742,5.3455
48,000627,10.064,6.89,6.33,6.89,6.31,6.26,38403368,2.84767
49,300221,10.064,8.64,7.85,8.64,7.73,7.85,22033523,5.50838
50,000816,10.063,7.0,6.38,7.0,6.11,6.36,146559084,13.46089
51,600744,10.062,7.11,6.57,7.11,6.45,6.46,42446812,8.94776
52,002170,10.062,8.86,8.05,8.86,7.91,8.05,46193473,7.30049
53,600268,10.061,7.22,6.62,7.22,6.62,6.56,14411911,2.26871
54,600770,10.061,8.97,8.3,8.97,8.23,8.15,39905361,3.61265
55,601038,10.061,9.08,8.35,9.08,8.31,8.25,13581207,2.28674
