2015-08-20 21:44:40,code,changepercent,trade,open,high,low,settlement,volume,turnoverratio
0,600586,10.084,6.55,5.9,6.55,5.83,5.95,123971636,8.71378
1,002626,10.037,14.91,14.8,14.91,14.28,13.55,25067867,4.35206
2,600624,10.03,14.81,13.11,14.81,13.01,13.46,85089793,18.96356
3,600601,10.025,8.67,7.75,8.67,7.59,7.88,157473658,7.17455
4,600020,10.016,6.7,6.45,6.7,6.3,6.09,122215119,5.43814
5,000735,10.012,9.45,9.17,9.45,9.04,8.59,185360109,21.06168
6,603021,10.011,49.23,44.75,49.23,44.75,44.75,7218250,27.34186
7,002429,10.009,11.87,11.87,11.87,11.87,10.79,671083,0.04231
8,300253,10.009,49.57,49.57,49.57,49.07,45.06,25027396,6.5837
9,002617,10.006,35.84,35.84,35.84,35.84,32.58,428767,0.5822900000000001
10,600136,10.003,37.72,34.0,37.72,33.23,34.29,9038631,8.66649
11,600022,10.0,5.28,4.9,5.28,4.81,4.8,459593624,7.14065
12,600497,10.0,12.21,11.75,12.21,11.52,11.1,72995397,4.3773800000000005
13,600573,10.0,13.97,12.6,13.97,12.48,12.7,19488131,7.79525
14,601069,10.0,20.35,18.95,20.35,18.94,18.5,37631222,29.86605
15,601137,10.0,24.09,22.8,24.09,22.66,21.9,18287851,8.505980000000001
16,002056,10.0,26.84,23.88,26.84,23.53,24.4,29668811,7.22194
17,002434,10.0,16.06,16.06,16.06,15.38,14.6,9128913,1.83757
18,002467,10.0,15.18,15.18,15.18,14.49,13.8,38433395,6.46066
19,002529,10.0,17.93,16.01,17.93,15.7,16.3,17415517,8.70776
20,300129,10.0,9.02,9.02,9.02,9.02,8.2,22389927,4.82763
21,300227,10.0,38.5,36.0,38.5,34.68,35.0,27076613,19.94462
22,300254,10.0,30.8,30.8,30.8,30.03,28.0,13789369,13.14041
23,300306,10.0,20.46,19.8,20.46,19.44,18.6,12566913,13.08003
24,000526,9.998,52.59,52.59,52.59,52.59,47.81,44075,0.04582000000000001
